Id,SalePrice
1623,243089.8
1624,235662.81
1625,107171.09
1626,203639.05
1627,206090.64
1628,263390.0
1629,180473.78
1630,278184.62
1631,200784.06
1632,212476.94
1633,182264.25
1634,205178.88
1635,191116.73
1636,171463.0
1637,213049.53
1638,215244.56
1639,204073.56
1640,240072.6
1641,190624.66
1642,226482.34
1643,218105.47
1644,224675.42
1645,219783.81
1646,172231.64
1647,164388.47
1648,134525.83
1649,140583.5
1650,133690.0
1651,130031.78
1652,103997.2
1653,99713.914
1654,148560.08
1655,119221.7
1656,141013.05
1657,148857.4
1658,149198.42
1659,102159.41
1660,161595.14
1661,370094.0
1662,305151.28
1663,312802.4
1664,374393.4
1665,282155.97
1666,299390.62
1667,312708.4
1668,292204.7
1669,262448.56
1670,293589.5
1671,272849.0
1672,354235.97
1673,283959.4
1674,255062.28
1675,204985.81
1676,202284.06
1677,223025.0
1678,371759.66
1679,325317.25
1680,268215.4
1681,232521.97
1682,295511.03
1683,200678.61
1684,196917.83
1685,191149.34
1686,179764.16
1687,180603.9
1688,212556.95
1689,210844.06
1690,213278.36
1691,204078.14
1692,249522.38
1693,170138.44
1694,195409.08
1695,172079.45
1696,263776.3
1697,176640.94
1698,313972.97
1699,284944.38
1700,253184.33
1701,264441.62
1702,250307.34
1703,258216.5
1704,267971.84
1705,240901.61
1706,335339.9
1707,210797.66
1708,212162.02
1709,266843.94
1710,226109.0
1711,262285.06
1712,254018.83
1713,262636.8
1714,219086.42
1715,201405.28
1716,192182.16
1717,188673.61
1718,134378.14
1719,211461.86
1720,225729.86
1721,183854.73
1722,128607.29
1723,175710.73
1724,212079.36
1725,230103.22
1726,187535.64
1727,155781.69
1728,183808.03
1729,167800.33
1730,151138.72
1731,113888.805
1732,145066.23
1733,106088.98
1734,116385.92
1735,123668.42
1736,96138.08
1737,285658.8
1738,235753.62
1739,252278.16
1740,232080.83
1741,205676.73
1742,178221.64
1743,182211.48
1744,277588.16
1745,205051.8
1746,191270.4
1747,217596.53
1748,229597.02
1749,163865.6
1750,135739.6
1751,252495.12
1752,100085.12
1753,161187.03
1754,211871.48
1755,175726.92
1756,139379.88
1757,102533.67
1758,163316.33
1759,175577.25
1760,184425.2
1761,185681.19
1762,173066.78
1763,172485.89
1764,103759.305
1765,159037.42
1766,196895.17
1767,235312.0
1768,139047.61
1769,168766.83
1770,153394.94
1771,108980.484
1772,122699.445
1773,137540.2
1774,168872.19
1775,122272.78
1776,116264.44
1777,91932.21
1778,127806.16
1779,115739.99
1780,166425.92
1781,112980.35
1782,79838.13
1783,152664.88
1784,93840.42
1785,114941.79
1786,152609.9
1787,163650.03
1788,52923.31
1789,99388.07
1790,81198.62
1791,223628.94
1792,158221.94
1793,135928.78
1794,155503.2
1795,118797.91
1796,110120.51
1797,134664.7
1798,106716.78
1799,90747.57
1800,106665.35
1801,133821.92
1802,148069.95
1803,162578.17
1804,137784.9
1805,132748.05
1806,110665.62
1807,131503.08
1808,127388.36
1809,114749.695
1810,138062.27
1811,68367.13
1812,83041.98
1813,106916.31
1814,76894.555
1815,39416.195
1816,77318.29
1817,123162.875
1818,144393.6
1819,122467.23
1820,60304.14
1821,94121.63
1822,148232.81
1823,33242.973
1824,128345.164
1825,136197.39
1826,91275.75
1827,93701.57
1828,130212.836
1829,153028.56
1830,135664.3
1831,136393.47
1832,94761.95
1833,126846.4
1834,107421.68
1835,136959.55
1836,102237.82
1837,76245.07
1838,97332.16
1839,80170.55
1840,152901.7
1841,121525.086
1842,90308.6
1843,157882.17
1844,126041.72
1845,153967.27
1846,145137.81
1847,175317.6
1848,31066.408
1849,109840.875
1850,107140.68
1851,131094.81
1852,126643.67
1853,132281.5
1854,160318.56
1855,147512.72
1856,237203.1
1857,136527.06
1858,133208.62
1859,107131.11
1860,162970.0
1861,107715.4
1862,307676.5
1863,303199.16
1864,303215.34
1865,290134.34
1866,295136.97
1867,240927.58
1868,286081.28
1869,216055.28
1870,231171.53
1871,248692.58
1872,195840.92
1873,240210.78
1874,151295.52
1875,202667.95
1876,217108.9
1877,214002.69
1878,224514.72
1879,124722.65
1880,132197.11
1881,257036.12
1882,250112.9
1883,194577.84
1884,206214.67
1885,231465.02
1886,264372.72
1887,226373.31
1888,265075.5
1889,192377.73
1890,136582.73
1891,133723.83
1892,82320.195
1893,115560.914
1894,127190.1
1895,139081.22
1896,115078.17
1897,121990.81
1898,110825.43
1899,137563.67
1900,125984.17
1901,152715.11
1902,142356.47
1903,190649.44
1904,128253.54
1905,191946.66
1906,147687.02
1907,210153.11
1908,112585.44
1909,143668.14
1910,125420.09
1911,215252.64
1912,267473.62
1913,193161.92
1914,47279.035
1915,247504.97
1916,39283.297
1917,238606.83
1918,138820.75
1919,182866.86
1920,176978.42
1921,319297.5
1922,273261.56
1923,212800.95
1924,255219.03
1925,217857.8
1926,309242.03
1927,127670.26
1928,175851.62
1929,103097.266
1930,120101.21
1931,149850.81
1932,145045.61
1933,176340.38
1934,192532.78
1935,191517.94
1936,193435.94
1937,197226.62
1938,185154.0
1939,213675.22
1940,176355.77
1941,191028.03
1942,189196.44
1943,190623.84
1944,294998.94
1945,292883.2
1946,152741.4
1947,246269.03
1948,186626.84
1949,226928.12
1950,191589.9
1951,250930.12
1952,215984.08
1953,200192.33
1954,198815.8
1955,133604.42
1956,285006.22
1957,167116.12
1958,284180.6
1959,150040.55
1960,97144.4
1961,119972.08
1962,91839.49
1963,112308.516
1964,113813.086
1965,134381.75
1966,123249.24
1967,270973.94
1968,344718.53
1969,313116.03
1970,342541.03
1971,362983.94
1972,317896.3
1973,260485.97
1974,294241.72
1975,366302.78
1976,271631.66
1977,329094.97
1978,308149.06
1979,280543.84
1980,208952.77
1981,293280.9
1982,215835.64
1983,201926.55
1984,176430.19
1985,233313.83
1986,226753.69
1987,185865.33
1988,199738.53
1989,207421.47
1990,226777.62
1991,223821.23
1992,233018.12
1993,188754.28
1994,224091.1
1995,199412.05
1996,272523.72
1997,279007.25
1998,291820.16
1999,269271.03
2000,281163.84
2001,271661.8
2002,243602.62
2003,258056.98
2004,274203.7
2005,220170.52
2006,212556.88
2007,255764.06
2008,215011.31
2009,202584.25
2010,206117.3
2011,144191.73
2012,182748.44
2013,181143.8
2014,193163.66
2015,197006.38
2016,202742.73
2017,195301.39
2018,119816.65
2019,140145.55
2020,91721.234
2021,89676.64
2022,198451.03
2023,140937.42
2024,279730.88
2025,315039.03
2026,168422.12
2027,165329.89
2028,156709.73
2029,169020.06
2030,240138.8
2031,221774.47
2032,219978.89
2033,228262.31
2034,169083.39
2035,229946.73
2036,206628.1
2037,205794.2
2038,240420.11
2039,183285.5
2040,298529.78
2041,250273.89
2042,213121.03
2043,173449.08
2044,195593.89
2045,194011.9
2046,139609.38
2047,142296.19
2048,145319.47
2049,161300.94
2050,159310.11
2051,86701.91
2052,131447.64
2053,147668.86
2054,60297.574
2055,153261.78
2056,150481.98
2057,108136.836
2058,234500.12
2059,149246.44
2060,180491.77
2061,186642.75
2062,118766.57
2063,95689.984
2064,141408.27
2065,104989.78
2066,185739.45
2067,141494.89
2068,147601.69
2069,58703.746
2070,86757.125
2071,104529.37
2072,164775.19
2073,140998.12
2074,183930.2
2075,148617.47
2076,116847.69
2077,148013.25
2078,109769.98
2079,134925.22
2080,97400.05
2081,103749.57
2082,136982.6
2083,133061.94
2084,86970.125
2085,107376.6
2086,146421.03
2087,122931.99
2088,98316.17
2089,66824.63
2090,117220.59
2091,94606.66
2092,142273.47
2093,103447.89
2094,107137.93
2095,130509.25
2096,63822.402
2097,90850.836
2098,141786.39
2099,41355.316
2100,101125.484
2101,118934.484
2102,115374.88
2103,88922.09
2104,116108.34
2105,124940.11
2106,52604.555
2107,212469.78
2108,112685.0
2109,104700.555
2110,123706.08
2111,132634.98
2112,132092.72
2113,104401.6
2114,105397.93
2115,143516.72
2116,112008.06
2117,151998.42
2118,99732.39
2119,88037.65
2120,107123.82
2121,82865.69
2122,112487.96
2123,72231.85
2124,151036.47
2125,147128.42
2126,171499.16
2127,155241.52
2128,110990.85
2129,78120.336
2130,128538.305
2131,162051.42
2132,112270.05
2133,130174.4
2134,130426.96
2135,102051.29
2136,42785.457
2137,115078.4
2138,134583.48
2139,158356.97
2140,137817.58
2141,138888.27
2142,125596.914
2143,137158.53
2144,97548.125
2145,143625.45
2146,152264.1
2147,178866.11
2148,138837.06
2149,141806.95
2150,220413.62
2151,99308.97
2152,155616.88
2153,178147.16
2154,86531.7
2155,145282.39
2156,247456.23
2157,249340.6
2158,232491.22
2159,210979.27
2160,194433.6
2161,247700.62
2162,343263.06
2163,316325.56
2164,239597.03
2165,179121.55
2166,161429.34
2167,224610.75
2168,203596.44
2169,196266.7
2170,212620.64
2171,152639.11
2172,151967.28
2173,163787.3
2174,234847.06
2175,269945.44
2176,271769.53
2177,234095.02
2178,223324.25
2179,147678.81
2180,222417.05
2181,197016.02
2182,225351.56
2183,197194.08
2184,125143.88
2185,127697.47
2186,153305.56
2187,161041.56
2188,154100.05
2189,299693.97
2190,47084.156
2191,47378.75
2192,66614.516
2193,99520.164
2194,95847.82
2195,92003.84
2196,88957.68
2197,110642.41
2198,143103.6
2199,180538.95
2200,135105.11
2201,142937.55
2202,160458.95
2203,152811.66
2204,157218.31
2205,99530.94
2206,133029.22
2207,185836.81
2208,234798.52
2209,208709.23
2210,118439.93
2211,101903.17
2212,106311.62
2213,87532.85
2214,140600.3
2215,94113.3
2216,144889.75
2217,39626.973
2218,56463.492
2219,56014.47
2220,52650.656
2221,250011.0
2222,237927.95
2223,277188.38
2224,231243.48
2225,132919.58
2226,213711.5
2227,207297.06
2228,254471.61
2229,243772.53
2230,161826.48
2231,214811.66
2232,201938.92
2233,198275.61
2234,246016.95
2235,221961.81
2236,258311.95
2237,314381.72
2238,215959.23
2239,110631.39
2240,166281.55
2241,169696.14
2242,132325.67
2243,130619.79
2244,103305.99
2245,93772.35
2246,128349.86
2247,114083.62
2248,114408.84
2249,119163.29
2250,127865.586
2251,110821.41
2252,195862.02
2253,165572.08
2254,184187.58
2255,212731.36
2256,174644.8
2257,225163.55
2258,167730.14
2259,194993.86
2260,165066.86
2261,180496.14
2262,179132.0
2263,308134.2
2264,381749.34
2265,200192.5
2266,245307.52
2267,316566.84
2268,311590.28
2269,161117.58
2270,201826.14
2271,218838.97
2272,222536.4
2273,174239.98
2274,206730.12
2275,184031.22
2276,178768.94
2277,198313.7
2278,162228.19
2279,116942.89
2280,98273.1
2281,178323.2
2282,187526.69
2283,110879.67
2284,116607.1
2285,119171.15
2286,120932.21
2287,296649.12
2288,264671.78
2289,309943.66
2290,345775.8
2291,288623.06
2292,341321.03
2293,354064.28
2294,320043.78
2295,364867.88
2296,275627.62
2297,290899.5
2298,297959.7
2299,324134.1
2300,298960.34
2301,275922.84
2302,248840.38
2303,236937.9
2304,236750.03
2305,199960.48
2306,198074.22
2307,210705.64
2308,214255.1
2309,248475.1
2310,206028.94
2311,213322.9
2312,189278.75
2313,190651.55
2314,176960.64
2315,193812.95
2316,207135.27
2317,198381.56
2318,190228.78
2319,190000.67
2320,184570.06
2321,238682.64
2322,193929.44
2323,182241.08
2324,203139.55
2325,218264.47
2326,188673.11
2327,212723.62
2328,227926.56
2329,203498.78
2330,206332.5
2331,318826.4
2332,317122.12
2333,285744.75
2334,251639.42
2335,262681.2
2336,289833.2
2337,201879.62
2338,262336.2
2339,231064.14
2340,321414.9
2341,243463.69
2342,232268.4
2343,237841.31
2344,224243.06
2345,229999.77
2346,207985.66
2347,202625.11
2348,228092.06
2349,188986.03
2350,279743.62
2351,236850.45
2352,247155.38
2353,267473.16
2354,140137.2
2355,142420.11
2356,167676.45
2357,203551.72
2358,195240.89
2359,138934.53
2360,111278.49
2361,156948.52
2362,251460.9
2363,133841.9
2364,172717.81
2365,213628.52
2366,187242.08
2367,200493.81
2368,209858.12
2369,200763.31
2370,180316.48
2371,161312.56
2372,198514.06
2373,259820.16
2374,284908.97
2375,201064.58
2376,277512.84
2377,278508.84
2378,157151.66
2379,228997.7
2380,141331.11
2381,193966.11
2382,212899.23
2383,212782.58
2384,246379.78
2385,171355.97
2386,131791.72
2387,129725.99
2388,94985.43
2389,122337.0
2390,142203.97
2391,147146.8
2392,101189.96
2393,166568.88
2394,140622.48
2395,213885.0
2396,137845.28
2397,213474.95
2398,136526.02
2399,44666.688
2400,45879.566
2401,102265.06
2402,134329.44
2403,151178.45
2404,152305.27
2405,171192.16
2406,137332.8
2407,120969.85
2408,152843.47
2409,120867.72
2410,190519.17
2411,104260.01
2412,155164.62
2413,121631.79
2414,138314.84
2415,143645.12
2416,112049.86
2417,103496.42
2418,121642.86
2419,131640.7
2420,125159.33
2421,145874.56
2422,114085.91
2423,122875.7
2424,163980.39
2425,261203.83
2426,148722.4
2427,118152.266
2428,193782.25
2429,97090.805
2430,126343.5
2431,123779.19
2432,136945.77
2433,134575.45
2434,136656.66
2435,156772.8
2436,90369.27
2437,91476.055
2438,118783.43
2439,111131.3
2440,116578.15
2441,91668.08
2442,95107.734
2443,129921.33
2444,147873.61
2445,63041.17
2446,131535.27
2447,188559.38
2448,127411.4
2449,96530.03
2450,157996.16
2451,136870.92
2452,183001.92
2453,72538.26
2454,119971.3
2455,127724.13
2456,111439.13
2457,109984.5
2458,115367.555
2459,82825.445
2460,154571.25
2461,109825.76
2462,124586.7
2463,109510.37
2464,173331.84
2465,125468.33
2466,114749.24
2467,154900.12
2468,78988.41
2469,69441.664
2470,211868.53
2471,195952.27
2472,167537.55
2473,108169.4
2474,83965.234
2475,214558.34
2476,91405.3
2477,113606.61
2478,162468.45
2479,108433.85
2480,141349.86
2481,124253.21
2482,125565.26
2483,98680.68
2484,130804.73
2485,115801.83
2486,149271.53
2487,241125.73
2488,152057.88
2489,155793.8
2490,149418.44
2491,73763.21
2492,190737.78
2493,165580.28
2494,156275.77
2495,81812.266
2496,243568.02
2497,144531.02
2498,98116.75
2499,81117.195
2500,119117.55
2501,127308.31
2502,149265.94
2503,87614.12
2504,194215.05
2505,224678.75
2506,260930.97
2507,275181.88
2508,259762.86
2509,231708.19
2510,229182.6
2511,187037.38
2512,214146.4
2513,227250.47
2514,223115.05
2515,153352.1
2516,186762.23
2517,150398.27
2518,165426.86
2519,222678.31
2520,218158.05
2521,194651.97
2522,234527.45
2523,123649.87
2524,149776.94
2525,148818.22
2526,138577.78
2527,105866.56
2528,119053.35
2529,142423.23
2530,133709.95
2531,249562.66
2532,231028.28
2533,216034.64
2534,229151.78
2535,273334.5
2536,243531.55
2537,224253.56
2538,191347.27
2539,195541.72
2540,193949.55
2541,198342.44
2542,175741.06
2543,132655.06
2544,109588.0
2545,144270.02
2546,133013.75
2547,151569.75
2548,148721.25
2549,180365.39
2550,574253.1
2551,142347.56
2552,118983.836
2553,48783.83
2554,85236.93
2555,102006.07
2556,84661.13
2557,119068.71
2558,179028.55
2559,114829.164
2560,152027.36
2561,121677.164
2562,124593.414
2563,118210.164
2564,184373.27
2565,145799.17
2566,157543.17
2567,123467.414
2568,196114.61
2569,197445.44
2570,117479.21
2571,198272.19
2572,138930.69
2573,228627.55
2574,231873.9
2575,120070.35
2576,124402.86
2577,148235.73
2578,62962.08
2579,38833.246
2580,99050.85
2581,160245.08
2582,112657.62
2583,249420.53
2584,162922.72
2585,221203.08
2586,215963.62
2587,205469.06
2588,134760.44
2589,147478.39
2590,221981.2
2591,259518.4
2592,212753.22
2593,263790.75
2594,169373.17
2595,197052.42
2596,291399.0
2597,209721.16
2598,274723.1
2599,288111.4
2600,218533.81
2601,135103.39
2602,78690.69
2603,94357.0
2604,80450.555
2605,80620.1
2606,154075.62
2607,238886.1
2608,227910.81
2609,178182.53
2610,85828.64
2611,147545.9
2612,166842.77
2613,125558.48
2614,117241.016
2615,152823.3
2616,160358.38
2617,202979.64
2618,230874.56
2619,220077.27
2620,207591.22
2621,185313.52
2622,199117.1
2623,233343.83
2624,287599.66
2625,260089.72
2626,182867.06
2627,156960.58
2628,335644.28
2629,352481.56
2630,293303.9
2631,351217.22
2632,327147.94
2633,256031.2
2634,338810.47
2635,160900.2
2636,204381.0
2637,184062.81
2638,250558.52
2639,194469.92
2640,164792.23
2641,104302.31
2642,187359.45
2643,120930.734
2644,132312.33
2645,104129.625
2646,95321.04
2647,117217.414
2648,138777.23
2649,141589.61
2650,110753.52
2651,141868.19
2652,318665.25
2653,249591.12
2654,253947.7
2655,330433.9
2656,297450.03
2657,290487.66
2658,268526.5
2659,274588.6
2660,302024.12
2661,297723.84
2662,309796.94
2663,276109.3
2664,241204.66
2665,286705.06
2666,257629.48
2667,190313.92
2668,190944.9
2669,193232.92
2670,266926.62
2671,198336.33
2672,201248.5
2673,204640.36
2674,213884.58
2675,171281.17
2676,205510.19
2677,206510.3
2678,251231.39
2679,263698.2
2680,264751.94
2681,327919.2
2682,292920.5
2683,389203.5
2684,288838.0
2685,289851.3
2686,249380.83
2687,273787.56
2688,214506.25
2689,195454.9
2690,340845.8
2691,192181.03
2692,135789.16
2693,211588.42
2694,134338.98
2695,209496.23
2696,196852.83
2697,203387.88
2698,210240.7
2699,172949.28
2700,154585.75
2701,163140.03
2702,128987.43
2703,126112.68
2704,147938.2
2705,101135.99
2706,102266.75
2707,133087.42
2708,115469.64
2709,89097.87
2710,120380.06
2711,295456.53
2712,337176.5
2713,176601.56
2714,153573.98
2715,175015.73
2716,154110.84
2717,211593.9
2718,223652.12
2719,161144.98
2720,186022.11
2721,135978.7
2722,170803.22
2723,159585.34
2724,119275.57
2725,129505.03
2726,141175.9
2727,179898.84
2728,176744.97
2729,145371.53
2730,135943.05
2731,112914.19
2732,114743.26
2733,169185.1
2734,145438.17
2735,127969.055
2736,145380.7
2737,99669.29
2738,139118.89
2739,166856.02
2740,140834.53
2741,137464.56
2742,177310.02
2743,154809.84
2744,166191.77
2745,145566.2
2746,127175.516
2747,147891.23
2748,113241.164
2749,129238.98
2750,115895.89
2751,126784.78
2752,217005.4
2753,179792.12
2754,279766.75
2755,131190.1
2756,91062.17
2757,77738.875
2758,65628.26
2759,143424.69
2760,135041.7
2761,151556.75
2762,148681.61
2763,217495.47
2764,146616.58
2765,270429.97
2766,120207.84
2767,59201.676
2768,111714.7
2769,124877.81
2770,140379.83
2771,94617.57
2772,99158.46
2773,156339.6
2774,127995.4
2775,121042.625
2776,134638.2
2777,146728.1
2778,96267.26
2779,118130.76
2780,91442.54
2781,75674.39
2782,86132.43
2783,78655.3
2784,115804.63
2785,135314.66
2786,44379.586
2787,104912.96
2788,65900.83
2789,184096.77
2790,75664.15
2791,115489.75
2792,47886.75
2793,138628.78
2794,83251.664
2795,100536.98
2796,73542.99
2797,205918.52
2798,115876.43
2799,111079.85
2800,60817.65
2801,89932.1
2802,121661.516
2803,171350.03
2804,121875.24
2805,80757.445
2806,71652.93
2807,156225.89
2808,160673.55
2809,103471.94
2810,125842.42
2811,178412.69
2812,170178.03
2813,178535.94
2814,174149.34
2815,90196.69
2816,204396.98
2817,149258.7
2818,120966.22
2819,174994.16
2820,148435.25
2821,115325.35
2822,196278.31
2823,306120.3
2824,184670.53
2825,177614.95
2826,127811.36
2827,132777.9
2828,245010.38
2829,202432.38
2830,238267.02
2831,191225.12
2832,242892.05
2833,265219.12
2834,219604.77
2835,228867.77
2836,213369.0
2837,173081.06
2838,159025.78
2839,201724.81
2840,203455.75
2841,204149.38
2842,236548.39
2843,150127.58
2844,169294.28
2845,108014.34
2846,216175.7
2847,217737.38
2848,211241.72
2849,208968.44
2850,269099.34
2851,225574.78
2852,239912.64
2853,247417.1
2854,147600.23
2855,208421.97
2856,205833.62
2857,194082.84
2858,208340.94
2859,124647.56
2860,127266.234
2861,139107.0
2862,217242.34
2863,119389.83
2864,246007.28
2865,143204.38
2866,164196.55
2867,78175.25
2868,112144.76
2869,108014.13
2870,148349.6
2871,89364.1
2872,19924.059
2873,95345.74
2874,125786.664
2875,101138.26
2876,157059.8
2877,101207.414
2878,129051.695
2879,139436.81
2880,90867.01
2881,122761.37
2882,146564.77
2883,174378.03
2884,188178.19
2885,161046.95
2886,228538.95
2887,96966.78
2888,118523.01
2889,41174.51
2890,61738.766
2891,142394.83
2892,37957.47
2893,67887.83
2894,36782.105
2895,263801.22
2896,245208.48
2897,202999.02
2898,158056.95
2899,209665.33
2900,173927.92
2901,201220.9
2902,195380.67
2903,296974.53
2904,308348.75
2905,82440.57
2906,211608.05
2907,114012.93
2908,128718.58
2909,155070.73
2910,52319.88
2911,79427.195
2912,158973.75
2913,80408.29
2914,66527.96
2915,70145.17
2916,82864.3
2917,205679.16
2918,103013.83
2919,236531.06
